elapsed_seconds,loss_max,loss_median,loss_min,loss_q25,loss_q75,method,method_label,rel_error_max,rel_error_median,rel_error_min,rel_error_q25,rel_error_q75,task_id
240.0,0.0018977013332204175,0.0009594075057059075,0.0005330192271167559,0.0009203689484908439,0.0010055411060873745,real_tanh_autodiff,"Real AD (float32, tanh)",0.31308539514341277,0.22493494834983987,0.16560258888694687,0.2110027340448866,0.2664147519467341,zk_2d_o3
260.0,0.008926007675378073,0.0012087237226202582,0.00034078497534658687,0.00039835874388118004,0.0036110025152177204,real_tanh_autodiff,"Real AD (float32, tanh)",0.28983624269476116,0.20255681704646525,0.14778836629545744,0.20025929575551965,0.2469099114674618,zk_2d_o3
280.0,0.004976953512931719,0.0019833433537728906,0.0005218857267777276,0.0005335380364287503,0.0024782869127412395,real_tanh_autodiff,"Real AD (float32, tanh)",0.24485256292518373,0.17973946871492288,0.14641340843791908,0.16609868589257015,0.22013573408123127,zk_2d_o3
300.0,0.005881813772205043,0.0005885722145622015,0.000410639786197775,0.0004193507031660921,0.002327649798474807,real_tanh_autodiff,"Real AD (float32, tanh)",0.20491493403667588,0.17881717691539165,0.1454389038896405,0.15230702625837392,0.20257449710813416,zk_2d_o3
320.0,0.0009628276902073555,0.0006488493299189763,0.00032937855154933926,0.0003443706677285496,0.0007352959362549074,real_tanh_autodiff,"Real AD (float32, tanh)",0.1890951291787462,0.1456700995093196,0.12350405345909779,0.14137414063044917,0.18383929288207768,zk_2d_o3
340.0,0.005127370230954139,0.0018244638319547938,0.00015899967527650957,0.00038596094189049553,0.0020257731425783,real_tanh_autodiff,"Real AD (float32, tanh)",0.1729720707990442,0.14389257156816648,0.13455808609683748,0.13909142897124688,0.15868701138437571,zk_2d_o3
360.0,0.003084543591260933,0.0009836416976188604,0.00036711667506335836,0.0007954692283804385,0.0021552291711659636,real_tanh_autodiff,"Real AD (float32, tanh)",0.16252609900287,0.12116742482205063,0.1198698172082984,0.12053901562529605,0.1501653696797092,zk_2d_o3
380.0,0.0009171540974347852,0.0004172641214045984,0.00013009184080956822,0.00021915906614796308,0.0005792778579560286,real_tanh_autodiff,"Real AD (float32, tanh)",0.15479327911925372,0.11816728514774504,0.11376092458882425,0.1151476139695197,0.12684397768064418,zk_2d_o3
400.0,0.002514646704873829,0.0011855702726611083,0.00030793311244470614,0.0003911657759132126,0.0024232023450779456,real_tanh_autodiff,"Real AD (float32, tanh)",0.14046445953982414,0.11215034591608306,0.10762315496456097,0.10927766382631326,0.13565048497813,zk_2d_o3
420.0,0.0014901142620269401,0.00034516825081758385,0.00017331086826160054,0.0002661241996674116,0.0007593157898116644,real_tanh_autodiff,"Real AD (float32, tanh)",0.13375993599837147,0.1068583979857879,0.10111774978465893,0.10534631958678613,0.12570669902561826,zk_2d_o3
