task_id,variant,time_s,median_rel_error,q25_rel_error,q75_rel_error
maxwell_a4,complex_sinh_autodiff,310.001550,1.9742250808e-03,1.9375811022e-03,5.4905630679e-03
maxwell_a4,complex_sinh_autodiff,320.001600,7.2758950339e-03,3.6533358133e-03,1.0819790474e-02
maxwell_a4,complex_sinh_autodiff,330.001650,1.8253031429e-03,1.7761676508e-03,2.1156598341e-03
maxwell_a4,complex_sinh_autodiff,340.001700,2.7245424620e-03,2.1986176716e-03,3.0482503667e-03
maxwell_a4,complex_sinh_autodiff,350.001750,4.9170402516e-03,3.3227530641e-03,5.8610488801e-03
maxwell_a4,complex_sinh_autodiff,360.001800,1.7376542959e-03,1.7236791078e-03,2.8886296140e-03
maxwell_a4,complex_sinh_autodiff,370.001850,2.4922061931e-03,2.2100965698e-03,2.6622410520e-03
maxwell_a4,complex_sinh_autodiff,380.001900,2.5330522416e-03,2.3138301933e-03,2.8362040821e-03
maxwell_a4,complex_sinh_autodiff,390.001950,2.0549067414e-03,1.8535212382e-03,2.9035378858e-03
maxwell_a4,complex_sinh_autodiff,400.002000,2.4769694358e-03,2.3276479220e-03,5.1673423213e-03
maxwell_a4,complex_sinh_autodiff,410.002050,3.3575884424e-03,2.8314141636e-03,3.5894413750e-03
maxwell_a4,complex_sinh_autodiff,420.002100,2.3129702672e-03,2.2202672711e-03,2.7879053396e-03
maxwell_a4,complex_sinh_autodiff,430.002150,1.5981934815e-03,1.5707041105e-03,2.3828482462e-03
maxwell_a4,complex_sinh_autodiff,440.002200,5.4659090108e-03,3.0943049330e-03,5.6393402141e-03
maxwell_a4,complex_sinh_autodiff,450.002250,2.2323718868e-03,2.1858218963e-03,3.0334512626e-03
maxwell_a4,complex_sinh_autodiff,460.002300,4.5642701130e-03,3.1445842314e-03,5.7671846652e-03
maxwell_a4,complex_sinh_autodiff,470.002350,3.6133462837e-03,2.7174219655e-03,4.0130113151e-03
maxwell_a4,complex_sinh_autodiff,480.002400,3.7753559321e-03,2.6352751285e-03,4.5043759075e-03
maxwell_a4,complex_sinh_autodiff,490.002450,3.9240163961e-03,2.3961689642e-03,4.4296966360e-03
maxwell_a4,complex_sinh_autodiff,500.002500,3.6120377502e-03,2.3328302724e-03,4.8608463412e-03
maxwell_a4,complex_sinh_autodiff,510.002550,4.0742084148e-03,3.7897173315e-03,4.1554923601e-03
maxwell_a4,complex_sinh_autodiff,520.002600,2.2681271736e-03,1.9500685858e-03,2.5355018943e-03
maxwell_a4,complex_sinh_autodiff,530.002650,2.1639977985e-03,2.0339580276e-03,2.9183918394e-03
maxwell_a4,complex_sinh_autodiff,540.002700,3.4639718250e-03,2.7244895365e-03,3.7291082208e-03
maxwell_a4,complex_sinh_autodiff,550.002750,3.2339176133e-03,3.0347485765e-03,3.4267006607e-03
maxwell_a4,complex_sinh_autodiff,560.002800,2.5032122689e-03,2.0683279721e-03,3.2630192777e-03
maxwell_a4,complex_sinh_autodiff,570.002850,3.3227581892e-03,2.8828192130e-03,3.7462024970e-03
maxwell_a4,complex_sinh_autodiff,580.002900,4.1969714991e-03,3.0812841582e-03,4.3302266595e-03
maxwell_a4,complex_sinh_autodiff,590.002950,2.9651123307e-03,2.2793190035e-03,3.3320294591e-03
maxwell_a4,complex_sinh_autodiff,600.003000,2.5284234034e-03,2.2063684419e-03,2.9750870195e-03
maxwell_a4,complex_sinh_autodiff,610.003050,3.6068314297e-03,3.4253369630e-03,3.7641253558e-03
maxwell_a4,complex_sinh_autodiff,620.003100,2.1436262771e-03,2.1255014400e-03,2.9923594700e-03
maxwell_a4,complex_sinh_autodiff,630.003150,2.3638394569e-03,2.2132454782e-03,2.8225397885e-03
maxwell_a4,complex_sinh_autodiff,640.003200,2.5288940539e-03,2.2987860154e-03,3.2743773178e-03
maxwell_a4,complex_sinh_autodiff,650.003250,1.9033565724e-03,1.6454633788e-03,2.0376381675e-03
maxwell_a4,complex_sinh_autodiff,660.003300,2.0741168607e-03,2.0031207942e-03,2.4502565234e-03
maxwell_a4,complex_sinh_autodiff,670.003350,1.6911135303e-03,1.5226771989e-03,1.7110815632e-03
maxwell_a4,complex_sinh_autodiff,680.003400,2.2966665332e-03,1.8672326355e-03,2.3256466887e-03
maxwell_a4,complex_sinh_autodiff,690.003450,1.6971431128e-03,1.6932274724e-03,1.8212649721e-03
maxwell_a4,complex_sinh_autodiff,700.003500,1.9990678027e-03,1.7851718764e-03,2.0534925407e-03
maxwell_a4,complex_sinh_autodiff,710.003550,1.8250288871e-03,1.6616124213e-03,1.9917776683e-03
maxwell_a4,complex_sinh_autodiff,720.003600,1.5993493089e-03,1.5349344035e-03,1.6801584904e-03
maxwell_a4,complex_sinh_autodiff,730.003650,1.6540288442e-03,1.6114669173e-03,1.7203262650e-03
maxwell_a4,complex_sinh_autodiff,740.003700,1.5556443047e-03,1.5228777395e-03,1.8044888970e-03
maxwell_a4,complex_sinh_autodiff,750.003750,1.5389885273e-03,1.4345709529e-03,1.5550255568e-03
maxwell_a4,complex_sinh_autodiff,760.003800,1.3821646490e-03,1.3606301764e-03,1.5373378693e-03
maxwell_a4,complex_sinh_autodiff,770.003850,1.3433199998e-03,1.2352589543e-03,1.3613457898e-03
maxwell_a4,complex_sinh_autodiff,780.003900,1.3362965109e-03,1.1520351638e-03,1.4447298212e-03
maxwell_a4,complex_sinh_autodiff,790.003950,1.2583815722e-03,1.1936252014e-03,1.3472359030e-03
maxwell_a4,complex_sinh_autodiff,800.004000,1.2249386454e-03,1.1917827132e-03,1.2834582443e-03
maxwell_a4,complex_sinh_autodiff,810.004050,1.1995717176e-03,1.0542371377e-03,1.3899172055e-03
maxwell_a4,complex_sinh_autodiff,820.004100,1.2770610334e-03,1.1540385442e-03,1.3500245792e-03
maxwell_a4,complex_sinh_autodiff,830.004150,1.1696647073e-03,1.0546336154e-03,1.2000996692e-03
maxwell_a4,complex_sinh_autodiff,840.004200,1.1128596251e-03,1.0822907206e-03,1.2014707340e-03
maxwell_a4,complex_sinh_autodiff,850.004250,1.1042574009e-03,1.1030475970e-03,1.1554958035e-03
maxwell_a4,complex_sinh_autodiff,860.004300,1.1760147626e-03,1.0841383293e-03,1.1913881368e-03
maxwell_a4,complex_sinh_autodiff,870.004350,1.1031671176e-03,1.0792462315e-03,1.1751199729e-03
maxwell_a4,complex_sinh_autodiff,880.004400,1.1785265517e-03,1.1735485249e-03,1.2761087103e-03
maxwell_a4,complex_sinh_autodiff,890.004450,1.2865510331e-03,1.2710086964e-03,1.3130802296e-03
maxwell_a4,complex_sinh_autodiff,900.004500,1.1001563578e-03,1.0870280258e-03,1.2316545732e-03
maxwell_a4,complex_sinh_autodiff,910.004550,1.1714328314e-03,1.1346943843e-03,1.2900167584e-03
maxwell_a4,complex_sinh_autodiff,920.004600,1.1511790742e-03,1.1273147157e-03,1.2442586503e-03
maxwell_a4,complex_sinh_autodiff,930.004650,1.2361649486e-03,1.2321487496e-03,1.3972764825e-03
maxwell_a4,complex_sinh_autodiff,940.004700,1.2355732913e-03,1.1614193306e-03,1.3363507993e-03
maxwell_a4,complex_sinh_autodiff,950.004750,1.5715237311e-03,1.4269504653e-03,1.6995770868e-03
maxwell_a4,complex_sinh_autodiff,960.004800,1.2921190153e-03,1.1872379857e-03,1.3923200198e-03
maxwell_a4,complex_sinh_autodiff,970.004850,1.1861090740e-03,1.1671629273e-03,1.2049891230e-03
maxwell_a4,complex_sinh_autodiff,980.004900,1.4473100157e-03,1.4266943369e-03,1.5920678916e-03
maxwell_a4,complex_sinh_autodiff,990.004950,1.4730580176e-03,1.4553522089e-03,1.5749253333e-03
maxwell_a4,complex_sinh_autodiff,1000.005000,1.3300860440e-03,1.0913884265e-03,1.7004433474e-03
