task_id,variant,time_s,median_l2,q25_l2,q75_l2,median_best_l2,q25_best_l2,q75_best_l2,n_seeds
chirp_a2,siren,1025.733369,1.5183994972e+00,1.5160494789e+00,1.5374530567e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1032.437508,1.5183994975e+00,1.5157390318e+00,1.5374530567e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1039.141648,1.5183995015e+00,1.5156249887e+00,1.5374530567e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1045.845788,1.5183994587e+00,1.5156248511e+00,1.5374530567e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1052.549927,1.5183994592e+00,1.5156248525e+00,1.5374530567e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1059.254067,1.5183995660e+00,1.5156248525e+00,1.5374530567e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1065.958207,1.5183995564e+00,1.5156248525e+00,1.5374530567e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1072.662346,1.5183983619e+00,1.5156248525e+00,1.5374674006e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1079.366486,1.5181732251e+00,1.5156248525e+00,1.5374692006e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1086.070626,1.5183968669e+00,1.5156248525e+00,1.5374529106e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1092.774765,1.5183993446e+00,1.5156248525e+00,1.5374528711e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1099.478905,1.5183993156e+00,1.5156248525e+00,1.5374528702e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1106.183045,1.5183993157e+00,1.5156248525e+00,1.5373889227e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1112.887184,1.5183993157e+00,1.5156248525e+00,1.5369603970e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1119.591324,1.5183993157e+00,1.5156248526e+00,1.5372586205e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1126.295464,1.5183993157e+00,1.5156248526e+00,1.5373972136e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1132.999603,1.5183993157e+00,1.5156248526e+00,1.5374379543e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1139.703743,1.5183993157e+00,1.5156246883e+00,1.5374492381e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1146.407883,1.5183993157e+00,1.5156249584e+00,1.5374522015e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1153.112022,1.5183993157e+00,1.5156254652e+00,1.5374529135e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1159.816162,1.5183993158e+00,1.5156251095e+00,1.5374530761e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1166.520302,1.5183993158e+00,1.5156249011e+00,1.5374531095e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1173.224441,1.5183993158e+00,1.5156247067e+00,1.5374531159e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1179.928581,1.5183993158e+00,1.5156243306e+00,1.5374531170e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1186.632721,1.5183993708e+00,1.5161236237e+00,1.5374531172e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1193.336860,1.5183993615e+00,1.5156259322e+00,1.5374531172e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,siren,1200.041000,1.5196367204e+00,1.5167942759e+00,1.5388007242e+00,1.0969376035e+00,1.0965335883e+00,1.1258210579e+00,5
chirp_a2,fourier,0.000000,1.3633058621e+00,1.3076031328e+00,1.4425473135e+00,1.3633058621e+00,1.3076031328e+00,1.4425473135e+00,5
chirp_a2,fourier,6.704385,1.4374160428e+00,1.3958434559e+00,1.4576308063e+00,1.3255398010e+00,1.3076031328e+00,1.3958434559e+00,5
chirp_a2,fourier,13.408771,1.3962516901e+00,1.3560427181e+00,1.4034241739e+00,1.3255398010e+00,1.3076031328e+00,1.3430224510e+00,5
chirp_a2,fourier,20.113156,1.3915433935e+00,1.3474912326e+00,1.3948725939e+00,1.3255398010e+00,1.3076031328e+00,1.3430224510e+00,5
chirp_a2,fourier,26.817542,1.3853121023e+00,1.3420132323e+00,1.3869232811e+00,1.3255398010e+00,1.3076031328e+00,1.3420132323e+00,5
chirp_a2,fourier,33.521927,1.3769392332e+00,1.3391713793e+00,1.3818917359e+00,1.3255398010e+00,1.3076031328e+00,1.3391713793e+00,5
chirp_a2,fourier,40.226313,1.3696363026e+00,1.3369676306e+00,1.3762709777e+00,1.3255398010e+00,1.3076031328e+00,1.3369676306e+00,5
chirp_a2,fourier,46.930698,1.3630461288e+00,1.3345055466e+00,1.3699007249e+00,1.3195756612e+00,1.3076031328e+00,1.3345055466e+00,5
chirp_a2,fourier,53.635084,1.3569236655e+00,1.3315139413e+00,1.3627911241e+00,1.3113494112e+00,1.3076031328e+00,1.3315139413e+00,5
chirp_a2,fourier,60.339469,1.3511017229e+00,1.3279275829e+00,1.3549867486e+00,1.3076031328e+00,1.3029106034e+00,1.3279275829e+00,5
chirp_a2,fourier,67.043855,1.3454915772e+00,1.3237382935e+00,1.3464881509e+00,1.3076031328e+00,1.2943059640e+00,1.3237382935e+00,5
chirp_a2,fourier,73.748240,1.3372854836e+00,1.3190033378e+00,1.3400347560e+00,1.3076031328e+00,1.2855712524e+00,1.3190033378e+00,5
chirp_a2,fourier,80.452626,1.3273968218e+00,1.3138022683e+00,1.3346840649e+00,1.3076031328e+00,1.2767541311e+00,1.3138022683e+00,5
chirp_a2,fourier,87.157011,1.3168103574e+00,1.3081913329e+00,1.3293977515e+00,1.3076031328e+00,1.2678910900e+00,1.3081913329e+00,5
chirp_a2,fourier,93.861397,1.3054150768e+00,1.3022136463e+00,1.3241568296e+00,1.3022136463e+00,1.2590152818e+00,1.3076031328e+00,5
chirp_a2,fourier,100.565782,1.2959363516e+00,1.2932347521e+00,1.3189505239e+00,1.2959363516e+00,1.2501543869e+00,1.3076031328e+00,5
chirp_a2,fourier,107.270168,1.2894084413e+00,1.2802644988e+00,1.3137553939e+00,1.2894084413e+00,1.2423035930e+00,1.3076031328e+00,5
chirp_a2,fourier,113.974553,1.2826723115e+00,1.2657552467e+00,1.3085561565e+00,1.2826723115e+00,1.2423035930e+00,1.3074174772e+00,5
chirp_a2,fourier,120.678939,1.2757724044e+00,1.2461262966e+00,1.3033453882e+00,1.2757724044e+00,1.2423035930e+00,1.3033453882e+00,5
chirp_a2,fourier,127.383324,1.2687531523e+00,1.2278539516e+00,1.2981203825e+00,1.2687531523e+00,1.2278539516e+00,1.2981203825e+00,5
chirp_a2,fourier,134.087709,1.2616406410e+00,1.2091817153e+00,1.2928774143e+00,1.2616406410e+00,1.2091817153e+00,1.2928774143e+00,5
chirp_a2,fourier,140.792095,1.2544775770e+00,1.1988301708e+00,1.2876246165e+00,1.2544775770e+00,1.1988301708e+00,1.2876246165e+00,5
chirp_a2,fourier,147.496480,1.2472674923e+00,1.1907445832e+00,1.2823685090e+00,1.2472674923e+00,1.1907445832e+00,1.2823685090e+00,5
chirp_a2,fourier,154.200866,1.2400088745e+00,1.1828259489e+00,1.2771100619e+00,1.2400088745e+00,1.1828259489e+00,1.2771100619e+00,5
chirp_a2,fourier,160.905251,1.2327026302e+00,1.1750904715e+00,1.2718656439e+00,1.2327026302e+00,1.1750904715e+00,1.2718656439e+00,5
chirp_a2,fourier,167.609637,1.2253362825e+00,1.1675353159e+00,1.2666280042e+00,1.2253362825e+00,1.1675353159e+00,1.2666280042e+00,5
chirp_a2,fourier,174.314022,1.2178340336e+00,1.1601746001e+00,1.2614060771e+00,1.2178340336e+00,1.1601746001e+00,1.2614060771e+00,5
chirp_a2,fourier,181.018408,1.2101394081e+00,1.1530205829e+00,1.2562063845e+00,1.2101394081e+00,1.1530205829e+00,1.2562063845e+00,5
chirp_a2,fourier,187.722793,1.2023335081e+00,1.1460575275e+00,1.2510523252e+00,1.2023335081e+00,1.1460575275e+00,1.2510523252e+00,5
chirp_a2,fourier,194.427179,1.1946104439e+00,1.1393036498e+00,1.2459371273e+00,1.1946104439e+00,1.1393036498e+00,1.2459371273e+00,5
chirp_a2,fourier,201.131564,1.2104225729e+00,1.1871157064e+00,1.2369642205e+00,1.1871157064e+00,1.1381732463e+00,1.2369642205e+00,5
chirp_a2,fourier,207.835950,1.1798118749e+00,1.1659302799e+00,1.2278698025e+00,1.1798118749e+00,1.1381732463e+00,1.2278698025e+00,5
chirp_a2,fourier,214.540335,1.1726316295e+00,1.1534263920e+00,1.2188272663e+00,1.1726316295e+00,1.1381732463e+00,1.2188272663e+00,5
chirp_a2,fourier,221.244721,1.1655243874e+00,1.1475723875e+00,1.2098501699e+00,1.1655243874e+00,1.1381732463e+00,1.2098501699e+00,5
chirp_a2,fourier,227.949106,1.1584645855e+00,1.1422859168e+00,1.2009546341e+00,1.1584645855e+00,1.1381732463e+00,1.2009546341e+00,5
chirp_a2,fourier,234.653492,1.1514303183e+00,1.1374690732e+00,1.1921453307e+00,1.1514303183e+00,1.1372838075e+00,1.1921453307e+00,5
chirp_a2,fourier,241.357877,1.1444118149e+00,1.1329681572e+00,1.1834437156e+00,1.1444118149e+00,1.1329681572e+00,1.1834437156e+00,5
chirp_a2,fourier,248.062263,1.1374139436e+00,1.1287007977e+00,1.1748632812e+00,1.1374139436e+00,1.1287007977e+00,1.1748632812e+00,5
chirp_a2,fourier,254.766648,1.1304396164e+00,1.1246124458e+00,1.1664260889e+00,1.1304396164e+00,1.1246124458e+00,1.1664260889e+00,5
chirp_a2,fourier,261.471034,1.1234935707e+00,1.1206741987e+00,1.1581412585e+00,1.1234935707e+00,1.1206741987e+00,1.1581412585e+00,5
chirp_a2,fourier,268.175419,1.1165803854e+00,1.1149943819e+00,1.1500253108e+00,1.1165803854e+00,1.1149943819e+00,1.1500253108e+00,5
chirp_a2,fourier,274.879804,1.1420819489e+00,1.1057224623e+00,1.1687479147e+00,1.1099486232e+00,1.1022774421e+00,1.1420819489e+00,5
chirp_a2,fourier,281.584190,1.1343159528e+00,1.1031873506e+00,1.1617989017e+00,1.1099486232e+00,1.1021617563e+00,1.1343159528e+00,5
chirp_a2,fourier,288.288575,1.1267415950e+00,1.0896735483e+00,1.1556439899e+00,1.1099486232e+00,1.0803635388e+00,1.1267415950e+00,5
chirp_a2,fourier,294.992961,1.1193595123e+00,1.0945473808e+00,1.1503970926e+00,1.1099486232e+00,1.0803635388e+00,1.1193595123e+00,5
chirp_a2,fourier,301.697346,1.1121681016e+00,1.0890383517e+00,1.1460977283e+00,1.1099486232e+00,1.0803635388e+00,1.1121681016e+00,5
chirp_a2,fourier,308.401732,1.1051283705e+00,1.0825027899e+00,1.1424181662e+00,1.1051283705e+00,1.0800862258e+00,1.1099486232e+00,5
chirp_a2,fourier,315.106117,1.1377838266e+00,1.1051849259e+00,1.1391328817e+00,1.1027183587e+00,1.0793630123e+00,1.1099486232e+00,5
chirp_a2,fourier,321.810503,1.1204713969e+00,1.0839637364e+00,1.1361117407e+00,1.1027183587e+00,1.0793630123e+00,1.1099486232e+00,5
chirp_a2,fourier,328.514888,1.1157348710e+00,1.0795421830e+00,1.1332903575e+00,1.1027183587e+00,1.0790100079e+00,1.1099486232e+00,5
chirp_a2,fourier,335.219274,1.1099708400e+00,1.0741231899e+00,1.1306265236e+00,1.1027183587e+00,1.0741231899e+00,1.1099486232e+00,5
chirp_a2,fourier,341.923659,1.1047384295e+00,1.0690600948e+00,1.1280859830e+00,1.1027183587e+00,1.0690600948e+00,1.1099486232e+00,5
chirp_a2,fourier,348.628045,1.0932698899e+00,1.0641677601e+00,1.0997667647e+00,1.0932698899e+00,1.0641677601e+00,1.0997667647e+00,5
chirp_a2,fourier,355.332430,1.0949746428e+00,1.0593903658e+00,1.1233058610e+00,1.0927979195e+00,1.0593903658e+00,1.0949746428e+00,5
chirp_a2,fourier,362.036816,1.0903098257e+00,1.0547612982e+00,1.1210360066e+00,1.0903098257e+00,1.0547612982e+00,1.0927979195e+00,5
chirp_a2,fourier,368.741201,1.0857715511e+00,1.0543766848e+00,1.1188384974e+00,1.0857715511e+00,1.0540494829e+00,1.0927979195e+00,5
chirp_a2,fourier,375.445587,1.0813571977e+00,1.0736120511e+00,1.1166998172e+00,1.0813571977e+00,1.0540494829e+00,1.0927979195e+00,5
chirp_a2,fourier,382.149972,1.0770584287e+00,1.0681554382e+00,1.1146139128e+00,1.0770584287e+00,1.0540494829e+00,1.0927979195e+00,5
chirp_a2,fourier,388.854358,1.0728676986e+00,1.0633629435e+00,1.1125834847e+00,1.0728676986e+00,1.0540494829e+00,1.0927979195e+00,5
chirp_a2,fourier,395.558743,1.0687875132e+00,1.0590761832e+00,1.1106006099e+00,1.0687875132e+00,1.0540494829e+00,1.0927979195e+00,5
chirp_a2,fourier,402.263128,1.0648113712e+00,1.0550925323e+00,1.1136293025e+00,1.0648113712e+00,1.0540494829e+00,1.0927979195e+00,5
chirp_a2,fourier,408.967514,1.0609313668e+00,1.0513089320e+00,1.0653820623e+00,1.0586452203e+00,1.0513089320e+00,1.0609313668e+00,5
chirp_a2,fourier,415.671899,1.0571536503e+00,1.0476679208e+00,1.1389708369e+00,1.0476679208e+00,1.0471472678e+00,1.0571536503e+00,5
chirp_a2,fourier,422.376285,1.0441354011e+00,1.0415212158e+00,1.1360332271e+00,1.0441354011e+00,1.0415212158e+00,1.0471472678e+00,5
chirp_a2,fourier,429.080670,1.0998452508e+00,1.0406906632e+00,1.1321118578e+00,1.0406906632e+00,1.0306359970e+00,1.0471472678e+00,5
chirp_a2,fourier,435.785056,1.0936418346e+00,1.0373198174e+00,1.1284317364e+00,1.0373198174e+00,1.0306359970e+00,1.0471472678e+00,5
chirp_a2,fourier,442.489441,1.0893949969e+00,1.0340190123e+00,1.1251316497e+00,1.0340190123e+00,1.0306359970e+00,1.0471472678e+00,5
chirp_a2,fourier,449.193827,1.0853574890e+00,1.0307787292e+00,1.1220478837e+00,1.0307787292e+00,1.0306359970e+00,1.0471472678e+00,5
chirp_a2,fourier,455.898212,1.0817848778e+00,1.0249196013e+00,1.1191140744e+00,1.0306359970e+00,1.0249196013e+00,1.0471472678e+00,5
chirp_a2,fourier,462.602598,1.0784744453e+00,1.0617606085e+00,1.1163023049e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,469.306983,1.0753448903e+00,1.0589703602e+00,1.1135868596e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,476.011369,1.0723625882e+00,1.0517645979e+00,1.1109533948e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,482.715754,1.0695083179e+00,1.0477460515e+00,1.1083942807e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,489.420140,1.0667599388e+00,1.0442735213e+00,1.1059011763e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,496.124525,1.0641063612e+00,1.0411786751e+00,1.1034705499e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,502.828911,1.0615424970e+00,1.0383290527e+00,1.1010800638e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,509.533296,1.0590594153e+00,1.0356455706e+00,1.0843472701e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,516.237682,1.0566496158e+00,1.0330844881e+00,1.1131606044e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,522.942067,1.0543106884e+00,1.0306245557e+00,1.1119053894e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,529.646453,1.0520383384e+00,1.0282448980e+00,1.1106795145e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,536.350838,1.0498234360e+00,1.0259329852e+00,1.1094796346e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,543.055223,1.0476648880e+00,1.0236810388e+00,1.1079299786e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,549.759609,1.0455608165e+00,1.0214848883e+00,1.1056983050e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,556.463994,1.0435068469e+00,1.0193367037e+00,1.1035930840e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,563.168380,1.0415017610e+00,1.0172357967e+00,1.1015826738e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,569.872765,1.0395439645e+00,1.0151768756e+00,1.0996501268e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,576.577151,1.0376316748e+00,1.0131595123e+00,1.0977796781e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,583.281536,1.0357609448e+00,1.0111783462e+00,1.0959659867e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,589.985922,1.0337417566e+00,1.0092330570e+00,1.0942009045e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,596.690307,1.0699305928e+00,1.0073223548e+00,1.0924814799e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,603.394693,1.0557740277e+00,1.0054461419e+00,1.0908025933e+00,1.0306359970e+00,9.4795265550e-01,1.0471472678e+00,5
chirp_a2,fourier,610.099078,1.0508450693e+00,9.9160277404e-01,1.0891618487e+00,1.0306359970e+00,9.4547975971e-01,1.0471472678e+00,5
chirp_a2,fourier,616.803464,1.0481365105e+00,1.0094497113e+00,1.0875590784e+00,1.0306359970e+00,9.3294734309e-01,1.0471472678e+00,5
chirp_a2,fourier,623.507849,1.0459800850e+00,1.0169944377e+00,1.0859902011e+00,1.0306359970e+00,9.3294734309e-01,1.0471472678e+00,5
chirp_a2,fourier,630.212235,1.0440256641e+00,1.0141115877e+00,1.0844512979e+00,1.0306359970e+00,9.3294734309e-01,1.0471472678e+00,5
chirp_a2,fourier,636.916620,1.0422107666e+00,1.0116682739e+00,1.0829428761e+00,1.0306359970e+00,9.3294734309e-01,1.0471472678e+00,5
chirp_a2,fourier,643.621006,1.0404950567e+00,1.0096294980e+00,1.0814628047e+00,1.0306359970e+00,9.3294734309e-01,1.0471472678e+00,5
chirp_a2,fourier,650.325391,1.0388564396e+00,1.0077800892e+00,1.0800078431e+00,1.0306359970e+00,9.3294734309e-01,1.0471472678e+00,5
chirp_a2,fourier,657.029777,1.0372846406e+00,1.0060542338e+00,1.0785787475e+00,1.0306359970e+00,9.3294734309e-01,1.0471472678e+00,5
chirp_a2,fourier,663.734162,1.0357704182e+00,1.0044128541e+00,1.0771014361e+00,1.0306359970e+00,9.3294734309e-01,1.0471472678e+00,5
chirp_a2,fourier,670.438547,1.0343059059e+00,1.0028381335e+00,1.0666939217e+00,1.0281074518e+00,9.3294734309e-01,1.0306359970e+00,5
chirp_a2,fourier,677.142933,1.0328864906e+00,1.0013216169e+00,1.0839933923e+00,1.0281074518e+00,9.3294734309e-01,1.0306359970e+00,5
chirp_a2,fourier,683.847318,1.0315085684e+00,9.9985064445e-01,1.0813726459e+00,1.0281074518e+00,9.3294734309e-01,1.0306359970e+00,5
chirp_a2,fourier,690.551704,1.0301673467e+00,9.9841883109e-01,1.0797828417e+00,1.0281074518e+00,9.3294734309e-01,1.0301673467e+00,5
chirp_a2,fourier,697.256089,1.0288610250e+00,9.9702506143e-01,1.0782944798e+00,1.0281074518e+00,9.3294734309e-01,1.0288610250e+00,5
chirp_a2,fourier,703.960475,1.0275872529e+00,9.9566399989e-01,1.0769142909e+00,1.0275872529e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,710.664860,1.0263425001e+00,9.9433277544e-01,1.0756071162e+00,1.0263425001e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,717.369246,1.0251249302e+00,9.9302958012e-01,1.0743523600e+00,1.0251249302e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,724.073631,1.0239367961e+00,9.9175399582e-01,1.0731421530e+00,1.0239367961e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,730.778017,1.0227713485e+00,9.9050311057e-01,1.0719672579e+00,1.0227713485e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,737.482402,1.0216286842e+00,9.8927648280e-01,1.0708228082e+00,1.0216286842e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,744.186788,1.0205097041e+00,9.8807427805e-01,1.0697060440e+00,1.0205097041e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,750.891173,1.0194127747e+00,9.8689426037e-01,1.0686150431e+00,1.0194127747e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,757.595559,1.0183368173e+00,9.8573535629e-01,1.0675467490e+00,1.0183368173e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,764.299944,1.0172817614e+00,9.8459772898e-01,1.0664997153e+00,1.0172817614e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,771.004330,1.0162453417e+00,9.8348032613e-01,1.0654743027e+00,1.0162453417e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,777.708715,1.0152290857e+00,9.8238258825e-01,1.0644676955e+00,1.0152290857e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,784.413101,1.0142313517e+00,9.8130476295e-01,1.0634799567e+00,1.0142313517e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,791.117486,1.0132515299e+00,9.8024619736e-01,1.0625106099e+00,1.0132515299e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,797.821872,1.0121138218e+00,9.7920548630e-01,1.0615577883e+00,1.0121138218e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,804.526257,1.0124628602e+00,9.7818291157e-01,1.0606214429e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,811.230642,1.0140345265e+00,9.7716602051e-01,1.0597008430e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,817.935028,1.0128615610e+00,9.5760298174e-01,1.0587972489e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,824.639413,1.0118432901e+00,9.8019961055e-01,1.0579090471e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,831.343799,1.0109002962e+00,9.7669643189e-01,1.0570336248e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,838.048184,1.0099942864e+00,9.7571756551e-01,1.0561722945e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,844.752570,1.0091179756e+00,9.7474629062e-01,1.0553251669e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,851.456955,1.0082669921e+00,9.7381049353e-01,1.0544915407e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,858.161341,1.0074382254e+00,9.7290819795e-01,1.0536722398e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,864.865726,1.0066287534e+00,9.7203071896e-01,1.0528644465e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,871.570112,1.0058376815e+00,9.7117626400e-01,1.0520699214e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,878.274497,1.0050632883e+00,9.7034070129e-01,1.0512873999e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,884.978883,1.0043034096e+00,9.6952234926e-01,1.0505189274e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,891.683268,1.0035575901e+00,9.6872132456e-01,1.0497625780e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,898.387654,1.0028259782e+00,9.6793556916e-01,1.0490177292e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,905.092039,1.0021068599e+00,9.6716437507e-01,1.0482845340e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,911.796425,1.0014000459e+00,9.6640813433e-01,1.0475625718e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,918.500810,1.0007054311e+00,9.6566486179e-01,1.0468514364e+00,1.0002071876e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,925.205196,1.0000225784e+00,9.6493458304e-01,1.0461498548e+00,1.0000225784e+00,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,931.909581,9.9935137147e-01,9.6421701528e-01,1.0454577899e+00,9.9935137147e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,938.613966,9.9869142486e-01,9.6351148789e-01,1.0447760668e+00,9.9869142486e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,945.318352,9.9804108654e-01,9.6281752704e-01,1.0441045852e+00,9.9804108654e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,952.022737,9.9740004621e-01,9.6213488429e-01,1.0434430404e+00,9.9740004621e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,958.727123,9.9676874861e-01,9.6146435558e-01,1.0427911778e+00,9.9676874861e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,965.431508,9.9614755189e-01,9.6080399190e-01,1.0421489332e+00,9.9614755189e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,972.135894,9.9553557675e-01,9.6015408598e-01,1.0415163928e+00,9.9553557675e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,978.840279,9.9493236601e-01,9.5951420696e-01,1.0408930365e+00,9.9493236601e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,985.544665,9.9433825598e-01,9.5888467569e-01,1.0402779794e+00,9.9433825598e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,992.249050,9.9375264527e-01,9.5826408426e-01,1.0396718335e+00,9.9375264527e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,998.953436,9.9317569708e-01,9.5765253918e-01,1.0390738468e+00,9.9317569708e-01,9.3294734309e-01,1.0281074518e+00,5
chirp_a2,fourier,1005.657821,9.9260677426e-01,9.5704988778e-01,1.0384838561e+00,9.9260677426e-01,9.3294734309e-01,1.0281074518e+00,5
