panel,variant,time_s,median_l2,q25_l2,q75_l2,median_best_l2,q25_best_l2,q75_best_l2,n_seeds
maxwell_a4,complex_sinh,512.894464,9.4752752901e-04,8.6815080774e-04,1.0325567494e-03,9.4752752901e-04,8.6815080774e-04,1.0325567494e-03,5
maxwell_a4,complex_sinh,516.246715,9.4374003719e-04,8.6495061733e-04,1.0282902806e-03,9.4374003719e-04,8.6495061733e-04,1.0282902806e-03,5
maxwell_a4,complex_sinh,519.598966,9.4003604960e-04,8.6183094600e-04,1.0240996823e-03,9.4003604960e-04,8.6183094600e-04,1.0240996823e-03,5
maxwell_a4,complex_sinh,522.951218,9.3635331271e-04,8.5873266435e-04,1.0199427479e-03,9.3635331271e-04,8.5873266435e-04,1.0199427479e-03,5
maxwell_a4,complex_sinh,526.303469,9.3275976985e-04,8.5569626015e-04,1.0158657065e-03,9.3275976985e-04,8.5569626015e-04,1.0158657065e-03,5
maxwell_a4,complex_sinh,529.655721,9.2918001832e-04,8.5269217285e-04,1.0118085887e-03,9.2918001832e-04,8.5269217285e-04,1.0118085887e-03,5
maxwell_a4,complex_sinh,533.007972,9.2567879784e-04,8.4973148867e-04,1.0078310610e-03,9.2567879784e-04,8.4973148867e-04,1.0078310610e-03,5
maxwell_a4,complex_sinh,536.360223,9.2219568730e-04,8.4681011172e-04,1.0038691693e-03,9.2219568730e-04,8.4681011172e-04,1.0038691693e-03,5
maxwell_a4,complex_sinh,539.712475,9.1877047273e-04,8.4391604992e-04,9.9997199507e-04,9.1877047273e-04,8.4391604992e-04,9.9997199507e-04,5
maxwell_a4,complex_sinh,543.064726,9.1537083657e-04,8.4106269195e-04,9.9609538139e-04,9.1537083657e-04,8.4106269195e-04,9.9609538139e-04,5
maxwell_a4,complex_sinh,546.416978,9.1201287262e-04,8.3822584693e-04,9.9226448013e-04,9.1201287262e-04,8.3822584693e-04,9.9226448013e-04,5
maxwell_a4,complex_sinh,549.769229,9.0868471192e-04,8.3542819615e-04,9.8845873270e-04,9.0868471192e-04,8.3542819615e-04,9.8845873270e-04,5
maxwell_a4,complex_sinh,553.121480,9.0525465583e-04,8.3264026810e-04,9.8468008257e-04,9.0525465583e-04,8.3264026810e-04,9.8468008257e-04,5
maxwell_a4,complex_sinh,556.473732,9.0170974536e-04,8.2988327455e-04,9.8092452420e-04,9.0170974536e-04,8.2988327455e-04,9.8092452420e-04,5
maxwell_a4,complex_sinh,559.825983,8.9840587173e-04,8.6337291870e-04,1.0243065989e-03,8.9840587173e-04,8.2713540981e-04,9.7881204257e-04,5
maxwell_a4,complex_sinh,563.178235,9.8963003535e-04,8.9559970285e-04,1.1368478050e-03,8.9559970285e-04,8.2670996425e-04,9.7881204257e-04,5
maxwell_a4,complex_sinh,566.530486,1.0485653003e-03,9.1539277268e-04,1.1904338472e-03,8.9326357190e-04,8.2670996425e-04,9.7881204257e-04,5
maxwell_a4,complex_sinh,569.882737,1.0677021099e-03,1.0616376256e-03,1.0737613487e-03,8.9326357190e-04,8.2670996425e-04,9.7881204257e-04,5
maxwell_a4,complex_sinh,573.234989,1.1260135555e-03,9.8027665216e-04,1.2315787107e-03,8.9326357190e-04,8.2670996425e-04,9.7801925625e-04,5
maxwell_a4,complex_sinh,576.587240,1.2279632851e-03,9.7289554833e-04,1.4594047205e-03,8.9326357190e-04,8.2553389174e-04,9.7175896995e-04,5
maxwell_a4,complex_sinh,579.939492,1.2602016209e-03,9.6557002136e-04,1.3801221321e-03,8.9326357190e-04,8.2319111065e-04,9.6553875566e-04,5
maxwell_a4,complex_sinh,583.291743,1.1601683386e-03,9.7858555219e-04,1.4528332762e-03,8.9326357190e-04,8.2162412324e-04,9.6536212123e-04,5
maxwell_a4,complex_sinh,586.643994,1.5533056317e-03,1.1385735182e-03,1.6633698014e-03,8.9326357190e-04,8.2162412324e-04,9.6536212123e-04,5
maxwell_a4,complex_sinh,589.996246,1.7802864008e-03,1.4338019304e-03,2.1099892601e-03,8.9326357190e-04,8.2162412324e-04,9.6536212123e-04,5
maxwell_a4,complex_sinh,593.348497,1.8809070392e-03,1.8613235591e-03,2.0246024520e-03,8.9326357190e-04,8.2162412324e-04,9.6536212123e-04,5
maxwell_a4,complex_sinh,596.700749,1.5936302295e-03,1.5698402991e-03,1.8327447484e-03,8.9326357190e-04,8.2162412324e-04,9.6536212123e-04,5
maxwell_a4,complex_sinh,600.053000,1.3608860811e-03,1.2543980206e-03,1.7476084179e-03,8.9326357190e-04,8.2162412324e-04,9.6536212123e-04,5
maxwell_a4,pwnn,0.000000,1.7742763661e-01,1.7605790476e-01,1.8302414033e-01,1.7742763661e-01,1.7605790476e-01,1.8302414033e-01,5
maxwell_a4,pwnn,3.351955,1.1317326883e-01,1.0637645355e-01,1.1415804686e-01,1.1317326883e-01,1.0637645355e-01,1.1415804686e-01,5
maxwell_a4,pwnn,6.703911,1.7356944709e-02,1.5302389297e-02,1.7380701814e-02,1.7356944709e-02,1.5302389297e-02,1.7380701814e-02,5
maxwell_a4,pwnn,10.055866,3.9652319012e-03,3.4473580765e-03,5.3467633862e-03,3.9652319012e-03,3.4473580765e-03,5.3467633862e-03,5
maxwell_a4,pwnn,13.407821,2.7101089982e-03,1.9360676950e-03,3.1388921133e-03,2.7101089982e-03,1.9360676950e-03,3.1388921133e-03,5
maxwell_a4,pwnn,16.759777,1.9375420553e-03,1.3840330640e-03,2.4324838964e-03,1.6194320870e-03,1.3840330640e-03,1.9375420553e-03,5
maxwell_a4,pwnn,20.111732,1.1620378869e-03,1.0552732358e-03,1.2847604901e-03,1.0552732358e-03,1.0524939404e-03,1.2847604901e-03,5
maxwell_a4,pwnn,23.463687,1.5124387922e-03,9.7156370176e-04,1.5942323287e-03,1.0524939404e-03,9.0258858673e-04,1.1199716337e-03,5
maxwell_a4,pwnn,26.815642,9.3977506985e-04,8.8338395445e-04,9.4738157835e-04,8.8338395445e-04,8.4925969879e-04,9.0258858673e-04,5
maxwell_a4,pwnn,30.167598,1.4242206386e-03,1.0699691843e-03,1.4812283894e-03,8.5019103595e-04,7.9078278503e-04,9.0258858673e-04,5
maxwell_a4,pwnn,33.519553,1.0190077577e-03,7.3577711003e-04,1.1945781760e-03,7.0650935491e-04,6.3576541302e-04,8.8790947856e-04,5
maxwell_a4,pwnn,36.871508,1.1700317544e-03,8.6886392276e-04,1.1766844438e-03,6.5912390286e-04,6.3576541302e-04,8.7847394649e-04,5
maxwell_a4,pwnn,40.223464,7.8082432597e-04,7.0240536140e-04,9.8817752090e-04,6.5912390286e-04,5.0692343821e-04,7.3615211064e-04,5
maxwell_a4,pwnn,43.575419,7.5231854998e-04,5.5203062787e-04,7.6316760752e-04,5.4496213152e-04,4.6959682315e-04,6.1943923040e-04,5
maxwell_a4,pwnn,46.927374,6.9461084306e-04,5.6091009826e-04,7.0894801273e-04,5.4496213152e-04,4.6428885536e-04,5.6091009826e-04,5
maxwell_a4,pwnn,50.279330,1.2363282752e-03,6.3641024870e-04,1.2399474460e-03,5.4496213152e-04,4.6428885536e-04,5.5655755163e-04,5
maxwell_a4,pwnn,53.631285,5.5226189580e-04,5.4884328460e-04,5.5513852063e-04,5.4304114261e-04,4.0293283045e-04,5.4892305343e-04,5
maxwell_a4,pwnn,56.983240,7.1280369918e-04,5.7206692173e-04,9.6604162133e-04,5.2002477761e-04,3.9133803530e-04,5.4278593320e-04,5
maxwell_a4,pwnn,60.335196,5.4874587084e-04,5.1619665714e-04,6.4957787256e-04,5.0204983920e-04,3.9133803530e-04,5.1306502198e-04,5
maxwell_a4,pwnn,63.687151,1.3277511330e-03,7.5830954498e-04,1.6705258965e-03,4.8240119972e-04,3.9133803530e-04,5.1306502198e-04,5
maxwell_a4,pwnn,67.039106,7.5604321973e-04,7.0976083093e-04,1.2351495687e-03,4.7043403275e-04,3.6067855919e-04,5.1306502198e-04,5
maxwell_a4,pwnn,70.391061,4.4610874499e-04,4.3185593035e-04,5.2511287214e-04,4.0524260292e-04,3.5746298976e-04,4.9628357236e-04,5
maxwell_a4,pwnn,73.743017,1.0983584163e-03,5.6367158180e-04,1.2968482871e-03,3.9502436421e-04,3.5746298976e-04,4.9510270821e-04,5
maxwell_a4,pwnn,77.094972,5.6092780137e-04,5.4396456069e-04,8.2882474629e-04,3.9502436421e-04,3.5746298976e-04,4.9510270821e-04,5
maxwell_a4,pwnn,80.446927,1.1233697657e-03,9.0552904202e-04,1.3757687305e-03,3.9502436421e-04,3.5746298976e-04,4.9510270821e-04,5
maxwell_a4,pwnn,83.798883,6.5540884986e-04,5.1141229566e-04,9.3607000296e-04,3.9502436421e-04,3.3856631185e-04,4.9510270821e-04,5
maxwell_a4,pwnn,87.150838,4.2925283861e-04,4.0237523395e-04,5.7340654231e-04,3.8864708611e-04,3.3856631185e-04,4.9510270821e-04,5
maxwell_a4,pwnn,90.502793,6.7951872840e-04,4.6637910114e-04,7.2784653093e-04,3.8605205010e-04,3.3856631185e-04,4.7820309561e-04,5
maxwell_a4,pwnn,93.854749,4.5845496687e-04,3.5554697007e-04,4.5907072458e-04,3.5554697007e-04,3.0310438904e-04,3.8605205010e-04,5
maxwell_a4,pwnn,97.206704,8.2279512763e-04,5.7294174704e-04,9.9759696652e-04,3.4782386649e-04,3.0253707650e-04,3.8605205010e-04,5
maxwell_a4,pwnn,100.558659,5.5314526857e-04,3.9558698833e-04,8.5555383809e-04,3.4782386649e-04,3.0253707650e-04,3.8008764491e-04,5
maxwell_a4,pwnn,103.910615,6.2273299816e-04,4.3838112956e-04,6.6075823965e-04,3.4782386649e-04,3.0253707650e-04,3.8008764491e-04,5
maxwell_a4,pwnn,107.262570,5.5305821456e-04,4.4735470532e-04,7.9577126121e-04,3.4782386649e-04,3.0253707650e-04,3.8008764491e-04,5
maxwell_a4,pwnn,110.614525,4.4881202106e-04,4.0907956581e-04,7.0044753988e-04,3.4782386649e-04,3.0100266766e-04,3.8008764491e-04,5
maxwell_a4,pwnn,113.966480,6.2098401085e-04,3.3206759628e-04,7.1501468078e-04,3.4782386649e-04,2.8388175005e-04,3.8008764491e-04,5
maxwell_a4,pwnn,117.318436,8.3547908831e-04,6.6233517143e-04,1.3922894792e-03,3.3796160461e-04,2.8388175005e-04,3.4782386649e-04,5
maxwell_a4,pwnn,120.670391,5.8724726643e-04,4.4360455619e-04,6.3814183705e-04,3.0828350302e-04,2.8388175005e-04,3.3796160461e-04,5
maxwell_a4,pwnn,124.022346,5.8912895199e-04,4.8549372257e-04,9.3185968017e-04,3.0828350302e-04,2.8388175005e-04,3.3796160461e-04,5
maxwell_a4,pwnn,127.374302,5.7019853983e-04,4.7275276985e-04,8.8855371924e-04,3.0828350302e-04,2.8388175005e-04,3.3796160461e-04,5
maxwell_a4,pwnn,130.726257,5.9511462908e-04,5.1775886476e-04,6.1691170519e-04,3.0333926015e-04,2.8388175005e-04,3.0828350302e-04,5
maxwell_a4,pwnn,134.078212,7.2883578981e-04,4.0999707858e-04,1.5576663870e-03,3.0333926015e-04,2.8388175005e-04,3.0828350302e-04,5
maxwell_a4,pwnn,137.430168,4.1922933244e-04,3.7539536277e-04,6.4381463129e-04,3.0333926015e-04,2.8388175005e-04,3.0828350302e-04,5
maxwell_a4,pwnn,140.782123,1.1056949420e-03,8.6847275634e-04,1.1994281006e-03,3.0333926015e-04,2.8388175005e-04,3.0828350302e-04,5
maxwell_a4,pwnn,144.134078,1.0218384557e-03,4.0249935077e-04,1.1638619703e-03,3.0333926015e-04,2.8388175005e-04,3.0828350302e-04,5
maxwell_a4,pwnn,147.486034,9.6354158780e-04,8.6388221289e-04,1.5289432911e-03,3.0333926015e-04,2.8388175005e-04,3.0828350302e-04,5
maxwell_a4,pwnn,150.837989,5.7023558515e-04,5.1116038838e-04,1.0597880552e-03,3.0333926015e-04,2.8388175005e-04,3.0828350302e-04,5
maxwell_a4,pwnn,154.189944,5.2828212061e-04,3.6870431403e-04,1.0518532176e-03,3.0333926015e-04,2.5733472542e-04,3.0828350302e-04,5
maxwell_a4,pwnn,157.541899,5.5622737455e-04,5.1392144117e-04,7.4849728566e-04,3.0333926015e-04,2.5509570144e-04,3.0828350302e-04,5
maxwell_a4,pwnn,160.893855,7.2559277564e-04,2.9066803731e-04,1.1522705128e-03,3.0333926015e-04,2.3609428582e-04,3.0828350302e-04,5
maxwell_a4,pwnn,164.245810,9.6312692487e-04,7.0095067197e-04,1.2380945042e-03,3.0333926015e-04,2.2445904594e-04,3.0828350302e-04,5
maxwell_a4,pwnn,167.597765,4.9695239557e-04,4.7394497104e-04,6.1679215263e-04,3.0333926015e-04,2.1922847926e-04,3.0828350302e-04,5
maxwell_a4,pwnn,170.949721,5.2633847489e-04,3.7351699656e-04,6.1360172563e-04,3.0333926015e-04,2.0737128594e-04,3.0828350302e-04,5
maxwell_a4,pwnn,174.301676,4.5617045192e-04,3.1412439974e-04,4.8625268943e-04,2.9969027331e-04,2.0737128594e-04,3.0828350302e-04,5
maxwell_a4,pwnn,177.653631,5.1078503737e-04,3.0738104987e-04,5.2981824287e-04,2.3112444040e-04,2.0737128594e-04,2.9854959980e-04,5
maxwell_a4,pwnn,181.005587,4.8484315297e-04,4.8210026859e-04,6.6286353840e-04,2.3112444040e-04,2.0737128594e-04,2.9854959980e-04,5
maxwell_a4,pwnn,184.357542,3.5130937850e-04,3.3583939424e-04,5.8541035377e-04,2.3112444040e-04,2.0737128594e-04,2.9854959980e-04,5
maxwell_a4,pwnn,187.709497,5.3724148368e-04,4.2988880407e-04,9.6811830222e-04,2.3112444040e-04,2.0737128594e-04,2.9854959980e-04,5
maxwell_a4,pwnn,191.061453,3.5667495203e-04,3.0363623045e-04,5.1025372667e-04,2.3112444040e-04,2.0737128594e-04,2.8185815027e-04,5
maxwell_a4,pwnn,194.413408,5.1705677616e-04,3.8184467780e-04,6.0955941128e-04,2.3112444040e-04,2.0737128594e-04,2.7582650418e-04,5
maxwell_a4,pwnn,197.765363,5.9693518734e-04,4.2576047684e-04,6.3630432928e-04,2.3112444040e-04,2.0737128594e-04,2.7582650418e-04,5
maxwell_a4,pwnn,201.117318,3.1403983139e-04,2.6062557475e-04,4.3455503420e-04,2.2652827610e-04,2.0737128594e-04,2.7582650418e-04,5
maxwell_a4,pwnn,204.469274,3.6259892730e-04,2.6184945185e-04,4.1382917605e-04,2.1876888686e-04,2.0737128594e-04,2.7582650418e-04,5
maxwell_a4,pwnn,207.821229,3.7208195977e-04,2.3471398667e-04,6.7984379442e-04,2.1876888686e-04,2.0737128594e-04,2.5436276534e-04,5
maxwell_a4,pwnn,211.173184,6.0038210943e-04,4.1086699883e-04,9.6995463658e-04,2.1876888686e-04,2.0737128594e-04,2.4284433531e-04,5
maxwell_a4,pwnn,214.525140,3.7032426136e-04,3.6684747016e-04,4.8440330368e-04,2.1876888686e-04,2.0737128594e-04,2.4284433531e-04,5
maxwell_a4,pwnn,217.877095,5.2282842644e-04,5.0545227473e-04,1.0361529878e-03,2.1876888686e-04,2.0737128594e-04,2.4284433531e-04,5
maxwell_a4,pwnn,221.229050,1.0836988796e-03,4.4938794236e-04,1.2707785157e-03,2.1876888686e-04,2.0737128594e-04,2.4284433531e-04,5
maxwell_a4,pwnn,224.581006,7.3016584568e-04,3.8629113867e-04,9.5632533167e-04,2.1876888686e-04,2.0737128594e-04,2.4284433531e-04,5
maxwell_a4,pwnn,227.932961,4.9017078730e-04,3.7096777526e-04,5.1505621782e-04,2.1876888686e-04,2.0737128594e-04,2.4284433531e-04,5
maxwell_a4,pwnn,231.284916,3.9470611745e-04,3.1262889488e-04,4.4344249172e-04,2.1876888686e-04,2.0737128594e-04,2.4284433531e-04,5
maxwell_a4,pwnn,234.636872,2.8401322411e-04,2.8036167849e-04,5.6080927369e-04,2.1876888686e-04,2.0737128594e-04,2.4284433531e-04,5
maxwell_a4,pwnn,237.988827,4.5154447056e-04,4.5099200087e-04,5.4467761650e-04,2.1876888686e-04,2.0737128594e-04,2.2805583932e-04,5
maxwell_a4,pwnn,241.340782,8.7193312042e-04,3.2934208467e-04,9.0799945751e-04,2.1862970748e-04,2.0737128594e-04,2.2805583932e-04,5
maxwell_a4,pwnn,244.692737,3.5581721908e-04,2.8723458454e-04,3.8564365031e-04,2.1734007262e-04,2.0737128594e-04,2.2805583932e-04,5
maxwell_a4,pwnn,248.044693,5.2112487042e-04,4.2780956210e-04,8.6826123655e-04,2.1734007262e-04,2.0737128594e-04,2.2805583932e-04,5
maxwell_a4,pwnn,251.396648,3.5917594414e-04,3.1302365830e-04,3.9004694068e-04,2.1734007262e-04,2.0737128594e-04,2.2805583932e-04,5
maxwell_a4,pwnn,254.748603,6.8653538039e-04,4.3740081007e-04,9.0226258220e-04,2.1734007262e-04,2.0676797086e-04,2.2805583932e-04,5
maxwell_a4,pwnn,258.100559,2.6657722775e-04,2.4976594951e-04,3.5851724246e-04,2.1734007262e-04,1.9554544293e-04,2.2805583932e-04,5
maxwell_a4,pwnn,261.452514,5.9633159478e-04,4.2699868909e-04,7.8353490993e-04,2.1734007262e-04,1.9554544293e-04,2.2805583932e-04,5
maxwell_a4,pwnn,264.804469,3.0262820128e-04,2.8130596087e-04,3.2626628161e-04,2.1734007262e-04,1.9554544293e-04,2.2774548277e-04,5
maxwell_a4,pwnn,268.156425,2.9183413985e-04,2.7383516824e-04,3.2424820548e-04,2.0526923061e-04,1.9554544293e-04,2.2730669984e-04,5
maxwell_a4,pwnn,271.508380,2.5002745777e-04,2.2756880731e-04,6.6846561974e-04,2.0526923061e-04,1.8795546205e-04,2.2730669984e-04,5
maxwell_a4,pwnn,274.860335,3.6462206897e-04,2.9355742600e-04,4.4029634869e-04,2.0526923061e-04,1.8545206878e-04,2.2730669984e-04,5
maxwell_a4,pwnn,278.212291,3.5417455077e-04,3.2875824701e-04,5.2114887653e-04,2.0526923061e-04,1.8231726252e-04,2.2730669984e-04,5
maxwell_a4,pwnn,281.564246,2.5997335725e-04,2.0493417927e-04,4.2877690381e-04,2.0526923061e-04,1.5422258822e-04,2.2730669984e-04,5
maxwell_a4,pwnn,284.916201,2.6030704162e-04,1.8103135355e-04,8.9280689492e-04,2.0526923061e-04,1.4710900833e-04,2.1539654028e-04,5
maxwell_a4,pwnn,288.268156,4.6708478234e-04,2.2872341940e-04,6.9395316901e-04,2.0066244341e-04,1.4710900833e-04,2.0526923061e-04,5
maxwell_a4,pwnn,291.620112,3.5269021419e-04,3.1689639709e-04,3.7025248199e-04,1.7531895820e-04,1.4710900833e-04,2.0066244341e-04,5
maxwell_a4,pwnn,294.972067,3.2071885770e-04,3.1717673166e-04,3.5140356595e-04,1.6039153444e-04,1.4710900833e-04,2.0066244341e-04,5
maxwell_a4,pwnn,298.324022,4.3860906226e-04,3.0690039753e-04,5.0377681712e-04,1.6039153444e-04,1.4710900833e-04,2.0066244341e-04,5
maxwell_a4,pwnn,301.675978,2.6497613663e-04,2.5239301545e-04,2.7949477022e-04,1.6039153444e-04,1.4710900833e-04,1.9982559726e-04,5
maxwell_a4,pwnn,305.027933,2.9233865906e-04,2.5042263493e-04,3.1426479377e-04,1.6039153444e-04,1.4589643485e-04,1.9777965954e-04,5
maxwell_a4,pwnn,308.379888,4.3788615660e-04,3.2917851703e-04,4.7675090004e-04,1.6039153444e-04,1.4177217008e-04,1.9777965954e-04,5
maxwell_a4,pwnn,311.731844,3.3064852215e-04,2.9129683872e-04,4.2907652411e-04,1.6039153444e-04,1.4177217008e-04,1.9777965954e-04,5
maxwell_a4,pwnn,315.083799,2.8555416132e-04,2.8412130377e-04,2.8831168742e-04,1.6039153444e-04,1.4177217008e-04,1.9777965954e-04,5
maxwell_a4,pwnn,318.435754,3.4491007782e-04,2.2240831052e-04,6.1311573552e-04,1.5838326492e-04,1.4177217008e-04,1.9777965954e-04,5
maxwell_a4,pwnn,321.787709,2.1633731838e-04,2.0457554365e-04,3.3628189133e-04,1.5749693525e-04,1.4177217008e-04,1.9777965954e-04,5
maxwell_a4,pwnn,325.139665,4.3993853358e-04,2.4717812428e-04,4.5731245005e-04,1.5749693525e-04,1.3518044633e-04,1.9777965954e-04,5
maxwell_a4,pwnn,328.491620,4.2739808413e-04,3.7658971818e-04,8.2023148700e-04,1.5749693525e-04,1.3518044633e-04,1.9777965954e-04,5
maxwell_a4,pwnn,331.843575,3.5809093806e-04,2.0842569960e-04,6.7892804145e-04,1.5749693525e-04,1.3518044633e-04,1.8986022449e-04,5
maxwell_a4,pwnn,335.195531,4.6744461503e-04,3.3299338014e-04,4.8111718852e-04,1.5749693525e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,338.547486,2.5895321566e-04,2.2086080568e-04,7.1935968991e-04,1.5749693525e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,341.899441,3.8431113282e-04,2.9481893159e-04,4.7029619742e-04,1.5749693525e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,345.251397,3.4621065454e-04,3.2269940725e-04,5.1242654241e-04,1.5749693525e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,348.603352,2.7394132119e-04,1.9300602563e-04,2.7517420682e-04,1.5749693525e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,351.955307,1.9866775557e-04,1.8934212236e-04,4.4363969799e-04,1.5749693525e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,355.307263,4.9051023492e-04,2.8456562463e-04,5.4369396997e-04,1.5749693525e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,358.659218,3.5284734722e-04,2.7872309584e-04,5.7635802266e-04,1.5749693525e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,362.011173,3.2358501408e-04,2.5941991417e-04,3.3024538042e-04,1.5749693525e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,365.363128,3.3966283829e-04,3.3639401174e-04,3.5157765400e-04,1.5732649083e-04,1.3518044633e-04,1.8801996388e-04,5
maxwell_a4,pwnn,368.715084,2.8690844299e-04,2.7810038035e-04,3.6327571292e-04,1.5379070062e-04,1.2499226162e-04,1.8801996388e-04,5
maxwell_a4,pwnn,372.067039,2.4411410067e-04,2.4066966830e-04,2.5404588690e-04,1.5379070062e-04,1.2171725038e-04,1.8801996388e-04,5
maxwell_a4,pwnn,375.418994,2.0240032685e-04,1.9470008334e-04,2.1447242909e-04,1.5070478375e-04,1.2171725038e-04,1.8801996388e-04,5
maxwell_a4,pwnn,378.770950,2.2639925594e-04,1.9625922884e-04,2.9217229438e-04,1.3915809113e-04,1.2171725038e-04,1.7402540482e-04,5
maxwell_a4,pwnn,382.122905,3.0955991998e-04,2.8633015131e-04,3.4765966281e-04,1.3915809113e-04,1.2171725038e-04,1.7402540482e-04,5
maxwell_a4,pwnn,385.474860,3.4874630281e-04,2.4644068458e-04,4.4223129769e-04,1.3915809113e-04,1.2171725038e-04,1.7222381155e-04,5
maxwell_a4,pwnn,388.826816,3.6409624005e-04,2.4202496782e-04,3.9302891646e-04,1.3915809113e-04,1.2171725038e-04,1.7016709506e-04,5
maxwell_a4,pwnn,392.178771,3.1896891459e-04,2.6361534424e-04,3.4435763689e-04,1.3915809113e-04,1.2171725038e-04,1.7016709506e-04,5
maxwell_a4,pwnn,395.530726,1.7720538990e-04,1.7566904749e-04,1.8135991951e-04,1.3915809113e-04,1.2161896834e-04,1.7016709506e-04,5
maxwell_a4,pwnn,398.882682,3.1961482345e-04,1.6473786796e-04,3.3920074599e-04,1.3915809113e-04,1.2149493709e-04,1.7016709506e-04,5
maxwell_a4,pwnn,402.234637,2.9224600969e-04,1.9295598493e-04,3.2121675351e-04,1.3915809113e-04,1.2149493709e-04,1.7016709506e-04,5
maxwell_a4,pwnn,405.586592,2.6111126885e-04,1.6770513647e-04,3.4293768232e-04,1.3732220106e-04,1.2149493709e-04,1.6810169026e-04,5
maxwell_a4,pwnn,408.938547,2.5366120446e-04,2.4649876508e-04,3.4124134671e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,412.290503,3.3483500368e-04,2.2524726479e-04,3.4935131386e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,415.642458,3.1362500708e-04,2.4880548222e-04,3.4718788318e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,418.994413,2.7153143321e-04,2.2251396611e-04,2.8764778487e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,422.346369,3.2752401374e-04,1.9384179299e-04,3.3790819385e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,425.698324,1.8838345724e-04,1.7184661243e-04,3.3972626709e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,429.050279,2.9570262817e-04,2.3280282075e-04,3.1897702652e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,432.402235,2.4712741871e-04,2.0808266092e-04,2.6421141193e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,435.754190,2.1317540191e-04,1.8743880059e-04,2.5238995443e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,439.106145,2.5923169724e-04,2.3175174400e-04,2.6083706568e-04,1.3625199069e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,442.458101,1.6885794108e-04,1.2918392944e-04,2.2922528801e-04,1.2834089960e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,445.810056,2.2464145702e-04,1.9623899547e-04,5.0302437873e-04,1.2675319825e-04,1.2149493709e-04,1.6583029845e-04,5
maxwell_a4,pwnn,449.162011,2.5117768509e-04,1.7940087405e-04,2.8944490753e-04,1.2675319825e-04,1.2149493709e-04,1.5682281767e-04,5
maxwell_a4,pwnn,452.513966,2.1360588252e-04,1.7368735809e-04,2.2658060237e-04,1.2675319825e-04,1.2149493709e-04,1.5682281767e-04,5
maxwell_a4,pwnn,455.865922,2.0218698362e-04,1.6493319671e-04,2.0369525127e-04,1.2675319825e-04,1.2149493709e-04,1.5682281767e-04,5
maxwell_a4,pwnn,459.217877,2.1731302339e-04,2.0001336395e-04,2.2573268094e-04,1.2675319825e-04,1.2149493709e-04,1.5644738759e-04,5
maxwell_a4,pwnn,462.569832,1.8910354770e-04,1.7310417455e-04,1.9308340028e-04,1.2675319825e-04,1.1536980784e-04,1.5567008234e-04,5
maxwell_a4,pwnn,465.921788,1.5318041509e-04,1.4351745785e-04,2.4603502023e-04,1.2675319825e-04,1.0270028964e-04,1.5301339451e-04,5
maxwell_a4,pwnn,469.273743,2.1978242869e-04,1.9566238202e-04,2.6444492353e-04,1.2675319825e-04,1.0270028964e-04,1.5301339451e-04,5
maxwell_a4,pwnn,472.625698,1.8496983174e-04,1.3685188051e-04,2.3472677226e-04,1.2270259286e-04,1.0270028964e-04,1.5301339451e-04,5
maxwell_a4,pwnn,475.977654,1.6824694429e-04,1.1568536456e-04,2.2160603997e-04,1.2270259286e-04,1.0055913943e-04,1.5301339451e-04,5
maxwell_a4,pwnn,479.329609,1.7640313336e-04,1.2664018093e-04,2.1153557457e-04,1.2270259286e-04,9.9630333637e-05,1.5231013341e-04,5
maxwell_a4,pwnn,482.681564,1.4969394013e-04,1.3463295643e-04,1.5652215611e-04,1.2270259286e-04,9.9630333637e-05,1.4969394013e-04,5
maxwell_a4,pwnn,486.033520,1.8047838328e-04,1.7703833296e-04,2.1195350635e-04,1.2270259286e-04,9.9630333637e-05,1.4969142183e-04,5
