candidate_id,candidate_index,geometric_mean,max_error,mean_error,real_tanh_autodiff_rel_error,war_rel_error,weight_labels,weight_map,weight_sum,weights
point_002,2,0.9997676501050449,0.9999158978462219,0.9997676610946655,0.9996194243431091,0.9999158978462219,"['1e-3', '1e-1']","{'lambda_ic': 0.001, 'lambda_bc': 0.1}",0.101,"[0.001, 0.1]"
point_019,19,0.9998375170597987,0.9998743534088135,0.9998375177383423,0.9998006820678711,0.9998743534088135,"['1e-1', '1e+2']","{'lambda_ic': 0.1, 'lambda_bc': 100.0}",100.1,"[0.1, 100.0]"
point_012,12,0.9998994762999682,0.9999300241470337,0.9998994767665863,0.9998689293861389,0.9999300241470337,"['1e-2', '1e+2']","{'lambda_ic': 0.01, 'lambda_bc': 100.0}",100.01,"[0.01, 100.0]"
point_001,1,0.9999143183143057,0.999918520450592,0.9999143183231354,0.9999101161956787,0.999918520450592,"['1e-3', '1e-2']","{'lambda_ic': 0.001, 'lambda_bc': 0.01}",0.011,"[0.001, 0.01]"
point_027,27,0.9999307300867328,1.0000672340393066,0.999930739402771,1.0000672340393066,0.9997942447662354,"['1e+0', '1e+3']","{'lambda_ic': 1.0, 'lambda_bc': 1000.0}",1001.0,"[1.0, 1000.0]"
point_005,5,1.0000040805546233,1.0000728368759155,1.0000040829181671,1.0000728368759155,0.9999353289604187,"['1e-3', '1e+2']","{'lambda_ic': 0.001, 'lambda_bc': 100.0}",100.001,"[0.001, 100.0]"
point_004,4,1.0000574142961964,1.0002293586730957,1.000057429075241,1.0002293586730957,0.9998854994773865,"['1e-3', '1e+1']","{'lambda_ic': 0.001, 'lambda_bc': 10.0}",10.001,"[0.001, 10.0]"
point_020,20,1.0000811750463827,1.000195026397705,1.000081181526184,1.000195026397705,0.9999673366546631,"['1e-1', '1e+3']","{'lambda_ic': 0.1, 'lambda_bc': 1000.0}",1000.1,"[0.1, 1000.0]"
point_013,13,1.0000910684618582,1.0002130270004272,1.0000910758972168,1.0002130270004272,0.9999691247940063,"['1e-2', '1e+3']","{'lambda_ic': 0.01, 'lambda_bc': 1000.0}",1000.01,"[0.01, 1000.0]"
point_006,6,1.0001557298576536,1.0003405809402466,1.000155746936798,1.0003405809402466,0.9999709129333496,"['1e-3', '1e+3']","{'lambda_ic': 0.001, 'lambda_bc': 1000.0}",1000.001,"[0.001, 1000.0]"
point_000,0,1.0006158940644563,1.0013498067855835,1.0006161630153656,1.0013498067855835,0.9998825192451477,"['1e-3', '1e-3']","{'lambda_ic': 0.001, 'lambda_bc': 0.001}",0.002,"[0.001, 0.001]"
