candidate_id,candidate_index,real_sinh_autodiff_loss,real_sinh_autodiff_mass_drift_rms,real_sinh_autodiff_rel_error,real_sinh_autodiff_status,real_sinh_autodiff_steps,war_loss,war_mass_drift_rms,war_rel_error,war_status,war_steps,weight_labels,weight_map,weights
point_037,37,0.2851901650428772,0.02685336023569107,0.4209418296813965,complete,983,0.002426035003736615,0.0036288206465542316,0.10618860274553299,complete,1575,"[""1e+2"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 100.0}","[100.0, 0.1]"
point_038,38,0.4016444981098175,0.03105388954281807,0.4679800868034363,complete,924,0.002812342718243599,0.004069111775606871,0.0995185449719429,complete,1642,"[""1e+2"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 100.0}","[100.0, 1.0]"
point_039,39,0.5510304570198059,0.03815590217709541,0.5177932381629944,complete,956,0.003089527366682887,0.0005785024841316044,0.13475331664085388,complete,1611,"[""1e+2"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 100.0}","[100.0, 10.0]"
point_040,40,1.1533381938934326,0.03895603120326996,0.697726845741272,complete,952,0.004803577437996864,0.0006633169250562787,0.1328715980052948,complete,1589,"[""1e+2"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 100.0}","[100.0, 100.0]"
point_041,41,3.7261064052581787,0.016862815245985985,0.8774144649505615,complete,983,0.002050247974693775,0.0012078027939423919,0.09425219148397446,complete,1613,"[""1e+2"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 100.0}","[100.0, 1000.0]"
point_042,42,1.5731480121612549,0.010289516299962997,0.7234690189361572,complete,983,0.041767001152038574,0.017538804560899734,0.21090124547481537,complete,1570,"[""1e+3"", ""1e-3""]","{""lambda_bc"": 0.001, ""lambda_ic"": 1000.0}","[1000.0, 0.001]"
point_043,43,1.946916103363037,0.010624546557664871,0.7291903495788574,complete,971,0.04022546112537384,0.017731821164488792,0.22157181799411774,complete,1593,"[""1e+3"", ""1e-2""]","{""lambda_bc"": 0.01, ""lambda_ic"": 1000.0}","[1000.0, 0.01]"
point_044,44,1.938598394393921,0.007596815936267376,0.7400357127189636,complete,838,0.023673683404922485,0.020462526008486748,0.23363956809043884,complete,1599,"[""1e+3"", ""1e-1""]","{""lambda_bc"": 0.1, ""lambda_ic"": 1000.0}","[1000.0, 0.1]"
point_045,45,2.419463872909546,0.012074308469891548,0.7107361555099487,complete,820,0.0280558280646801,0.024989953264594078,0.23987801373004913,complete,1547,"[""1e+3"", ""1e+0""]","{""lambda_bc"": 1.0, ""lambda_ic"": 1000.0}","[1000.0, 1.0]"
point_046,46,2.5341994762420654,0.00882722157984972,0.7436549663543701,complete,970,0.03315069526433945,0.019848164170980453,0.17252390086650848,complete,1528,"[""1e+3"", ""1e+1""]","{""lambda_bc"": 10.0, ""lambda_ic"": 1000.0}","[1000.0, 10.0]"
point_047,47,5.0837578773498535,0.025339249521493912,0.8513445258140564,complete,815,0.04327254369854927,0.0011436474742367864,0.30007487535476685,complete,1507,"[""1e+3"", ""1e+2""]","{""lambda_bc"": 100.0, ""lambda_ic"": 1000.0}","[1000.0, 100.0]"
point_048,48,10.604360580444336,0.11320056021213531,0.9871067404747009,complete,823,0.03829149156808853,0.006404069717973471,0.376494437456131,complete,1500,"[""1e+3"", ""1e+3""]","{""lambda_bc"": 1000.0, ""lambda_ic"": 1000.0}","[1000.0, 1000.0]"
