elapsed_seconds,loss,method,pressure_rel_error,seed,step,velocity_rel_error
1100.008325,0.010058610700070858,real_tanh_autodiff,0.20270444452762604,1,5198,0.02803947776556015
1110.177775,0.009989500045776367,real_tanh_autodiff,0.20161893963813782,1,5247,0.02809399738907814
1120.220028,0.009770750999450684,real_tanh_autodiff,0.20145899057388306,1,5295,0.027770431712269783
1130.049673,0.009394197724759579,real_tanh_autodiff,0.19842082262039185,1,5340,0.027705401182174683
1140.047267,0.009922781027853489,real_tanh_autodiff,0.1977522224187851,1,5387,0.02692614495754242
1150.055302,0.009940795600414276,real_tanh_autodiff,0.19718995690345764,1,5428,0.027331307530403137
1160.067072,0.009538520127534866,real_tanh_autodiff,0.19613516330718994,1,5469,0.026877839118242264
1170.062854,0.010101094841957092,real_tanh_autodiff,0.19554726779460907,1,5510,0.026798903942108154
1180.152554,0.010052558965981007,real_tanh_autodiff,0.19767068326473236,1,5551,0.02635304443538189
1190.1352,0.00943614449352026,real_tanh_autodiff,0.1912197768688202,1,5592,0.02625427395105362
1200.084111,0.009396652691066265,real_tanh_autodiff,0.18968473374843597,1,5633,0.026091622188687325
0.0,29.227340698242188,war,1.0997062921524048,2,0,1.0451322793960571
10.049678,0.7275131940841675,war,1.3307048082351685,2,181,0.11386443674564362
20.017161,0.28390735387802124,war,1.0409575700759888,2,362,0.09246461093425751
30.013886,0.20660845935344696,war,0.9932650327682495,2,544,0.0895560011267662
40.002969,0.18997499346733093,war,0.981301486492157,2,721,0.08879362046718597
50.0076,0.12388122826814651,war,0.9795024991035461,2,895,0.06945308297872543
60.055512,0.1072133332490921,war,0.9963985085487366,2,1069,0.06979833543300629
70.057228,0.1809995025396347,war,0.9755785465240479,2,1243,0.09109688550233841
80.0255,0.13492964208126068,war,0.9515335559844971,2,1414,0.10461777448654175
90.001988,0.06664282083511353,war,0.9160441160202026,2,1586,0.09306561946868896
100.034743,0.054551105946302414,war,0.854917585849762,2,1760,0.09279313683509827
110.028842,0.14194492995738983,war,0.7978472113609314,2,1933,0.10740137845277786
120.008551,0.05509018525481224,war,0.7765160799026489,2,2106,0.10096901655197144
130.01932,0.04222813993692398,war,0.6782110929489136,2,2281,0.09115715324878693
